,time_s3,open_s3,high_s3,low_s3,close_s3,vol_s3,time_s2,open_s2,high_s2,low_s2,close_s2,vol_s2,time_s1,open_s1,high_s1,low_s1,close_s1,vol_s1,time,open,high,low,close,vol
3363,2023.07.05 23:45,30479.3,30479.4,30439.7,30439.8,409.697,2023.07.06 00:00,30439.8,30459.9,30416.3,30433.4,881.634,2023.07.06 00:15,30433.4,30475.8,30428.5,30473.7,462.713,2023.07.06 00:30,30473.7,30473.7,30409.7,30438.6,238.986
3364,2023.07.06 00:00,30439.8,30459.9,30416.3,30433.4,881.634,2023.07.06 00:15,30433.4,30475.8,30428.5,30473.7,462.713,2023.07.06 00:30,30473.7,30473.7,30409.7,30438.6,238.986,2023.07.06 00:45,30438.6,30456.5,30411.6,30456.5,322.58
3365,2023.07.06 00:15,30433.4,30475.8,30428.5,30473.7,462.713,2023.07.06 00:30,30473.7,30473.7,30409.7,30438.6,238.986,2023.07.06 00:45,30438.6,30456.5,30411.6,30456.5,322.58,2023.07.06 01:00,30456.5,30461.8,30432.3,30451.3,376.911
3366,2023.07.06 00:30,30473.7,30473.7,30409.7,30438.6,238.986,2023.07.06 00:45,30438.6,30456.5,30411.6,30456.5,322.58,2023.07.06 01:00,30456.5,30461.8,30432.3,30451.3,376.911,2023.07.06 01:15,30451.3,30492.0,30432.3,30432.3,549.722
3367,2023.07.06 00:45,30438.6,30456.5,30411.6,30456.5,322.58,2023.07.06 01:00,30456.5,30461.8,30432.3,30451.3,376.911,2023.07.06 01:15,30451.3,30492.0,30432.3,30432.3,549.722,2023.07.06 01:30,30432.3,30447.1,30391.0,30417.1,675.87
3368,2023.07.06 01:00,30456.5,30461.8,30432.3,30451.3,376.911,2023.07.06 01:15,30451.3,30492.0,30432.3,30432.3,549.722,2023.07.06 01:30,30432.3,30447.1,30391.0,30417.1,675.87,2023.07.06 01:45,30417.1,30433.8,30375.4,30419.8,390.659
3369,2023.07.06 01:15,30451.3,30492.0,30432.3,30432.3,549.722,2023.07.06 01:30,30432.3,30447.1,30391.0,30417.1,675.87,2023.07.06 01:45,30417.1,30433.8,30375.4,30419.8,390.659,2023.07.06 02:00,30419.8,30428.0,30370.2,30418.0,522.787
3370,2023.07.06 01:30,30432.3,30447.1,30391.0,30417.1,675.87,2023.07.06 01:45,30417.1,30433.8,30375.4,30419.8,390.659,2023.07.06 02:00,30419.8,30428.0,30370.2,30418.0,522.787,2023.07.06 02:15,30418.0,30480.0,30412.1,30479.5,508.613
3371,2023.07.06 01:45,30417.1,30433.8,30375.4,30419.8,390.659,2023.07.06 02:00,30419.8,30428.0,30370.2,30418.0,522.787,2023.07.06 02:15,30418.0,30480.0,30412.1,30479.5,508.613,2023.07.06 02:30,30479.5,30512.0,30461.9,30507.6,505.024
3372,2023.07.06 02:00,30419.8,30428.0,30370.2,30418.0,522.787,2023.07.06 02:15,30418.0,30480.0,30412.1,30479.5,508.613,2023.07.06 02:30,30479.5,30512.0,30461.9,30507.6,505.024,2023.07.06 02:45,30507.6,30522.2,30468.4,30485.3,628.924
3373,2023.07.06 02:15,30418.0,30480.0,30412.1,30479.5,508.613,2023.07.06 02:30,30479.5,30512.0,30461.9,30507.6,505.024,2023.07.06 02:45,30507.6,30522.2,30468.4,30485.3,628.924,2023.07.06 03:00,30485.3,30485.3,30437.3,30437.4,294.589
3374,2023.07.06 02:30,30479.5,30512.0,30461.9,30507.6,505.024,2023.07.06 02:45,30507.6,30522.2,30468.4,30485.3,628.924,2023.07.06 03:00,30485.3,30485.3,30437.3,30437.4,294.589,2023.07.06 03:15,30437.4,30518.6,30436.3,30489.2,487.569
3375,2023.07.06 02:45,30507.6,30522.2,30468.4,30485.3,628.924,2023.07.06 03:00,30485.3,30485.3,30437.3,30437.4,294.589,2023.07.06 03:15,30437.4,30518.6,30436.3,30489.2,487.569,2023.07.06 03:30,30489.2,30489.3,30384.7,30406.9,889.791
3376,2023.07.06 03:00,30485.3,30485.3,30437.3,30437.4,294.589,2023.07.06 03:15,30437.4,30518.6,30436.3,30489.2,487.569,2023.07.06 03:30,30489.2,30489.3,30384.7,30406.9,889.791,2023.07.06 03:45,30406.9,30413.0,30376.6,30400.6,446.554
3377,2023.07.06 03:15,30437.4,30518.6,30436.3,30489.2,487.569,2023.07.06 03:30,30489.2,30489.3,30384.7,30406.9,889.791,2023.07.06 03:45,30406.9,30413.0,30376.6,30400.6,446.554,2023.07.06 04:00,30400.6,30411.9,30378.9,30404.6,380.056
3378,2023.07.06 03:30,30489.2,30489.3,30384.7,30406.9,889.791,2023.07.06 03:45,30406.9,30413.0,30376.6,30400.6,446.554,2023.07.06 04:00,30400.6,30411.9,30378.9,30404.6,380.056,2023.07.06 04:15,30404.6,30407.8,30314.8,30378.9,1118.727
3379,2023.07.06 03:45,30406.9,30413.0,30376.6,30400.6,446.554,2023.07.06 04:00,30400.6,30411.9,30378.9,30404.6,380.056,2023.07.06 04:15,30404.6,30407.8,30314.8,30378.9,1118.727,2023.07.06 04:30,30378.9,30408.0,30378.8,30400.1,354.443
3380,2023.07.06 04:00,30400.6,30411.9,30378.9,30404.6,380.056,2023.07.06 04:15,30404.6,30407.8,30314.8,30378.9,1118.727,2023.07.06 04:30,30378.9,30408.0,30378.8,30400.1,354.443,2023.07.06 04:45,30400.1,30463.7,30395.0,30458.2,548.084
3381,2023.07.06 04:15,30404.6,30407.8,30314.8,30378.9,1118.727,2023.07.06 04:30,30378.9,30408.0,30378.8,30400.1,354.443,2023.07.06 04:45,30400.1,30463.7,30395.0,30458.2,548.084,2023.07.06 05:00,30458.2,30550.0,30458.2,30494.9,1509.579
3382,2023.07.06 04:30,30378.9,30408.0,30378.8,30400.1,354.443,2023.07.06 04:45,30400.1,30463.7,30395.0,30458.2,548.084,2023.07.06 05:00,30458.2,30550.0,30458.2,30494.9,1509.579,2023.07.06 05:15,30494.9,30515.9,30445.4,30474.6,598.747
3383,2023.07.06 04:45,30400.1,30463.7,30395.0,30458.2,548.084,2023.07.06 05:00,30458.2,30550.0,30458.2,30494.9,1509.579,2023.07.06 05:15,30494.9,30515.9,30445.4,30474.6,598.747,2023.07.06 05:30,30474.6,30515.2,30469.6,30469.6,380.666
3384,2023.07.06 05:00,30458.2,30550.0,30458.2,30494.9,1509.579,2023.07.06 05:15,30494.9,30515.9,30445.4,30474.6,598.747,2023.07.06 05:30,30474.6,30515.2,30469.6,30469.6,380.666,2023.07.06 05:45,30469.6,30482.9,30455.0,30461.0,194.88
3385,2023.07.06 05:15,30494.9,30515.9,30445.4,30474.6,598.747,2023.07.06 05:30,30474.6,30515.2,30469.6,30469.6,380.666,2023.07.06 05:45,30469.6,30482.9,30455.0,30461.0,194.88,2023.07.06 06:00,30461.0,30475.0,30449.3,30475.0,190.471
3386,2023.07.06 05:30,30474.6,30515.2,30469.6,30469.6,380.666,2023.07.06 05:45,30469.6,30482.9,30455.0,30461.0,194.88,2023.07.06 06:00,30461.0,30475.0,30449.3,30475.0,190.471,2023.07.06 06:15,30475.0,30505.0,30473.6,30495.5,287.69
3387,2023.07.06 05:45,30469.6,30482.9,30455.0,30461.0,194.88,2023.07.06 06:00,30461.0,30475.0,30449.3,30475.0,190.471,2023.07.06 06:15,30475.0,30505.0,30473.6,30495.5,287.69,2023.07.06 06:30,30495.5,30510.0,30492.7,30503.2,213.834
3388,2023.07.06 06:00,30461.0,30475.0,30449.3,30475.0,190.471,2023.07.06 06:15,30475.0,30505.0,30473.6,30495.5,287.69,2023.07.06 06:30,30495.5,30510.0,30492.7,30503.2,213.834,2023.07.06 06:45,30503.2,30503.2,30480.6,30482.0,137.665
3389,2023.07.06 06:15,30475.0,30505.0,30473.6,30495.5,287.69,2023.07.06 06:30,30495.5,30510.0,30492.7,30503.2,213.834,2023.07.06 06:45,30503.2,30503.2,30480.6,30482.0,137.665,2023.07.06 07:00,30482.0,30492.8,30468.3,30492.8,113.265
3390,2023.07.06 06:30,30495.5,30510.0,30492.7,30503.2,213.834,2023.07.06 06:45,30503.2,30503.2,30480.6,30482.0,137.665,2023.07.06 07:00,30482.0,30492.8,30468.3,30492.8,113.265,2023.07.06 07:15,30492.8,30529.3,30491.9,30492.0,325.395
3391,2023.07.06 06:45,30503.2,30503.2,30480.6,30482.0,137.665,2023.07.06 07:00,30482.0,30492.8,30468.3,30492.8,113.265,2023.07.06 07:15,30492.8,30529.3,30491.9,30492.0,325.395,2023.07.06 07:30,30492.0,30497.2,30465.0,30472.2,334.211
3392,2023.07.06 07:00,30482.0,30492.8,30468.3,30492.8,113.265,2023.07.06 07:15,30492.8,30529.3,30491.9,30492.0,325.395,2023.07.06 07:30,30492.0,30497.2,30465.0,30472.2,334.211,2023.07.06 07:45,30472.2,30472.4,30435.0,30454.1,740.907
3393,2023.07.06 07:15,30492.8,30529.3,30491.9,30492.0,325.395,2023.07.06 07:30,30492.0,30497.2,30465.0,30472.2,334.211,2023.07.06 07:45,30472.2,30472.4,30435.0,30454.1,740.907,2023.07.06 08:00,30454.1,30454.9,30429.0,30429.0,257.813
3394,2023.07.06 07:30,30492.0,30497.2,30465.0,30472.2,334.211,2023.07.06 07:45,30472.2,30472.4,30435.0,30454.1,740.907,2023.07.06 08:00,30454.1,30454.9,30429.0,30429.0,257.813,2023.07.06 08:15,30429.0,30469.5,30429.0,30469.5,193.19
3395,2023.07.06 07:45,30472.2,30472.4,30435.0,30454.1,740.907,2023.07.06 08:00,30454.1,30454.9,30429.0,30429.0,257.813,2023.07.06 08:15,30429.0,30469.5,30429.0,30469.5,193.19,2023.07.06 08:30,30469.5,30582.0,30469.5,30565.7,1503.334
3396,2023.07.06 08:00,30454.1,30454.9,30429.0,30429.0,257.813,2023.07.06 08:15,30429.0,30469.5,30429.0,30469.5,193.19,2023.07.06 08:30,30469.5,30582.0,30469.5,30565.7,1503.334,2023.07.06 08:45,30565.7,30617.5,30540.0,30570.9,1476.755
3397,2023.07.06 08:15,30429.0,30469.5,30429.0,30469.5,193.19,2023.07.06 08:30,30469.5,30582.0,30469.5,30565.7,1503.334,2023.07.06 08:45,30565.7,30617.5,30540.0,30570.9,1476.755,2023.07.06 09:00,30570.9,30588.7,30546.0,30550.0,532.992
3398,2023.07.06 08:30,30469.5,30582.0,30469.5,30565.7,1503.334,2023.07.06 08:45,30565.7,30617.5,30540.0,30570.9,1476.755,2023.07.06 09:00,30570.9,30588.7,30546.0,30550.0,532.992,2023.07.06 09:15,30550.0,30633.0,30549.9,30591.9,1242.038
3399,2023.07.06 08:45,30565.7,30617.5,30540.0,30570.9,1476.755,2023.07.06 09:00,30570.9,30588.7,30546.0,30550.0,532.992,2023.07.06 09:15,30550.0,30633.0,30549.9,30591.9,1242.038,2023.07.06 09:30,30591.9,30625.8,30591.9,30625.0,652.606
3400,2023.07.06 09:00,30570.9,30588.7,30546.0,30550.0,532.992,2023.07.06 09:15,30550.0,30633.0,30549.9,30591.9,1242.038,2023.07.06 09:30,30591.9,30625.8,30591.9,30625.0,652.606,2023.07.06 09:45,30625.0,30724.3,30625.0,30675.8,3239.679
3401,2023.07.06 09:15,30550.0,30633.0,30549.9,30591.9,1242.038,2023.07.06 09:30,30591.9,30625.8,30591.9,30625.0,652.606,2023.07.06 09:45,30625.0,30724.3,30625.0,30675.8,3239.679,2023.07.06 10:00,30675.8,30732.1,30673.9,30726.5,1115.444
3402,2023.07.06 09:30,30591.9,30625.8,30591.9,30625.0,652.606,2023.07.06 09:45,30625.0,30724.3,30625.0,30675.8,3239.679,2023.07.06 10:00,30675.8,30732.1,30673.9,30726.5,1115.444,2023.07.06 10:15,30726.5,30777.0,30708.4,30755.5,1510.09
3403,2023.07.06 09:45,30625.0,30724.3,30625.0,30675.8,3239.679,2023.07.06 10:00,30675.8,30732.1,30673.9,30726.5,1115.444,2023.07.06 10:15,30726.5,30777.0,30708.4,30755.5,1510.09,2023.07.06 10:30,30755.5,30840.0,30755.5,30810.3,2330.399
3404,2023.07.06 10:00,30675.8,30732.1,30673.9,30726.5,1115.444,2023.07.06 10:15,30726.5,30777.0,30708.4,30755.5,1510.09,2023.07.06 10:30,30755.5,30840.0,30755.5,30810.3,2330.399,2023.07.06 10:45,30810.3,30835.8,30760.0,30788.5,1497.741
3405,2023.07.06 10:15,30726.5,30777.0,30708.4,30755.5,1510.09,2023.07.06 10:30,30755.5,30840.0,30755.5,30810.3,2330.399,2023.07.06 10:45,30810.3,30835.8,30760.0,30788.5,1497.741,2023.07.06 11:00,30788.5,30835.2,30773.4,30778.0,1326.458
3406,2023.07.06 10:30,30755.5,30840.0,30755.5,30810.3,2330.399,2023.07.06 10:45,30810.3,30835.8,30760.0,30788.5,1497.741,2023.07.06 11:00,30788.5,30835.2,30773.4,30778.0,1326.458,2023.07.06 11:15,30778.0,30809.0,30777.9,30795.0,406.237
3407,2023.07.06 10:45,30810.3,30835.8,30760.0,30788.5,1497.741,2023.07.06 11:00,30788.5,30835.2,30773.4,30778.0,1326.458,2023.07.06 11:15,30778.0,30809.0,30777.9,30795.0,406.237,2023.07.06 11:30,30795.0,30966.2,30795.0,30956.7,3321.899
3408,2023.07.06 11:00,30788.5,30835.2,30773.4,30778.0,1326.458,2023.07.06 11:15,30778.0,30809.0,30777.9,30795.0,406.237,2023.07.06 11:30,30795.0,30966.2,30795.0,30956.7,3321.899,2023.07.06 11:45,30956.7,31359.9,30956.7,31321.1,14154.341
3409,2023.07.06 11:15,30778.0,30809.0,30777.9,30795.0,406.237,2023.07.06 11:30,30795.0,30966.2,30795.0,30956.7,3321.899,2023.07.06 11:45,30956.7,31359.9,30956.7,31321.1,14154.341,2023.07.06 12:00,31321.1,31543.1,31300.4,31320.4,12958.261
3410,2023.07.06 11:30,30795.0,30966.2,30795.0,30956.7,3321.899,2023.07.06 11:45,30956.7,31359.9,30956.7,31321.1,14154.341,2023.07.06 12:00,31321.1,31543.1,31300.4,31320.4,12958.261,2023.07.06 12:15,31320.4,31425.0,31315.9,31362.7,3306.623
