,time_s3,open_s3,high_s3,low_s3,close_s3,vol_s3,time_s2,open_s2,high_s2,low_s2,close_s2,vol_s2,time_s1,open_s1,high_s1,low_s1,close_s1,vol_s1,time,open,high,low,close,vol
25,2023.06.01 05:30,27064.1,27107.7,27027.0,27027.0,577.918,2023.06.01 05:45,27027.0,27033.9,26630.2,26711.6,14472.841,2023.06.01 06:00,26711.6,26749.2,26584.6,26749.1,4008.627,2023.06.01 06:15,26749.1,26819.0,26742.7,26750.0,1926.735
26,2023.06.01 05:45,27027.0,27033.9,26630.2,26711.6,14472.841,2023.06.01 06:00,26711.6,26749.2,26584.6,26749.1,4008.627,2023.06.01 06:15,26749.1,26819.0,26742.7,26750.0,1926.735,2023.06.01 06:30,26750.0,26827.3,26733.3,26765.7,1537.144
27,2023.06.01 06:00,26711.6,26749.2,26584.6,26749.1,4008.627,2023.06.01 06:15,26749.1,26819.0,26742.7,26750.0,1926.735,2023.06.01 06:30,26750.0,26827.3,26733.3,26765.7,1537.144,2023.06.01 06:45,26765.7,26775.0,26750.0,26765.8,755.682
28,2023.06.01 06:15,26749.1,26819.0,26742.7,26750.0,1926.735,2023.06.01 06:30,26750.0,26827.3,26733.3,26765.7,1537.144,2023.06.01 06:45,26765.7,26775.0,26750.0,26765.8,755.682,2023.06.01 07:00,26765.8,26791.2,26752.0,26780.9,754.247
29,2023.06.01 06:30,26750.0,26827.3,26733.3,26765.7,1537.144,2023.06.01 06:45,26765.7,26775.0,26750.0,26765.8,755.682,2023.06.01 07:00,26765.8,26791.2,26752.0,26780.9,754.247,2023.06.01 07:15,26780.9,26781.0,26746.0,26750.0,480.182
30,2023.06.01 06:45,26765.7,26775.0,26750.0,26765.8,755.682,2023.06.01 07:00,26765.8,26791.2,26752.0,26780.9,754.247,2023.06.01 07:15,26780.9,26781.0,26746.0,26750.0,480.182,2023.06.01 07:30,26750.0,26820.6,26750.0,26813.4,1027.658
31,2023.06.01 07:00,26765.8,26791.2,26752.0,26780.9,754.247,2023.06.01 07:15,26780.9,26781.0,26746.0,26750.0,480.182,2023.06.01 07:30,26750.0,26820.6,26750.0,26813.4,1027.658,2023.06.01 07:45,26813.4,26813.4,26785.1,26798.2,302.323
32,2023.06.01 07:15,26780.9,26781.0,26746.0,26750.0,480.182,2023.06.01 07:30,26750.0,26820.6,26750.0,26813.4,1027.658,2023.06.01 07:45,26813.4,26813.4,26785.1,26798.2,302.323,2023.06.01 08:00,26798.2,26821.0,26779.0,26821.0,435.162
33,2023.06.01 07:30,26750.0,26820.6,26750.0,26813.4,1027.658,2023.06.01 07:45,26813.4,26813.4,26785.1,26798.2,302.323,2023.06.01 08:00,26798.2,26821.0,26779.0,26821.0,435.162,2023.06.01 08:15,26821.0,26837.6,26810.8,26826.1,592.713
34,2023.06.01 07:45,26813.4,26813.4,26785.1,26798.2,302.323,2023.06.01 08:00,26798.2,26821.0,26779.0,26821.0,435.162,2023.06.01 08:15,26821.0,26837.6,26810.8,26826.1,592.713,2023.06.01 08:30,26826.1,26837.0,26818.3,26822.2,430.801
35,2023.06.01 08:00,26798.2,26821.0,26779.0,26821.0,435.162,2023.06.01 08:15,26821.0,26837.6,26810.8,26826.1,592.713,2023.06.01 08:30,26826.1,26837.0,26818.3,26822.2,430.801,2023.06.01 08:45,26822.2,26864.7,26821.1,26843.2,880.673
36,2023.06.01 08:15,26821.0,26837.6,26810.8,26826.1,592.713,2023.06.01 08:30,26826.1,26837.0,26818.3,26822.2,430.801,2023.06.01 08:45,26822.2,26864.7,26821.1,26843.2,880.673,2023.06.01 09:00,26843.2,26872.9,26836.0,26868.0,908.865
37,2023.06.01 08:30,26826.1,26837.0,26818.3,26822.2,430.801,2023.06.01 08:45,26822.2,26864.7,26821.1,26843.2,880.673,2023.06.01 09:00,26843.2,26872.9,26836.0,26868.0,908.865,2023.06.01 09:15,26868.0,26872.0,26790.0,26805.4,974.993
38,2023.06.01 08:45,26822.2,26864.7,26821.1,26843.2,880.673,2023.06.01 09:00,26843.2,26872.9,26836.0,26868.0,908.865,2023.06.01 09:15,26868.0,26872.0,26790.0,26805.4,974.993,2023.06.01 09:30,26805.4,26846.8,26799.6,26826.7,611.195
39,2023.06.01 09:00,26843.2,26872.9,26836.0,26868.0,908.865,2023.06.01 09:15,26868.0,26872.0,26790.0,26805.4,974.993,2023.06.01 09:30,26805.4,26846.8,26799.6,26826.7,611.195,2023.06.01 09:45,26826.7,26831.6,26768.1,26776.5,716.675
40,2023.06.01 09:15,26868.0,26872.0,26790.0,26805.4,974.993,2023.06.01 09:30,26805.4,26846.8,26799.6,26826.7,611.195,2023.06.01 09:45,26826.7,26831.6,26768.1,26776.5,716.675,2023.06.01 10:00,26776.5,26794.3,26752.1,26772.1,869.022
